target_type,target_id,model,generated_at,item_count,recommendations
item_id,1,item_based_cf,2025-12-18 05:04:46,40,"[{""item_id"": 3, ""score"": 0.438683}, {""item_id"": 7, ""score"": 0.152237}, {""item_id"": 10, ""score"": 0.136071}, {""item_id"": 2, ""score"": 0.130341}, {""item_id"": 13, ""score"": 0.111042}, {""item_id"": 20, ""score"": 0.09678}, {""item_id"": 9, ""score"": 0.088757}, {""item_id"": 8, ""score"": 0.084207}, {""item_id"": 19, ""score"": 0.082802}, {""item_id"": 27, ""score"": 0.07164}, {""item_id"": 16, ""score"": 0.062458}, {""item_id"": 61, ""score"": 0.053289}, {""item_id"": 55, ""score"": 0.04786}, {""item_id"": 37, ""score"": 0.045559}, {""item_id"": 31, ""score"": 0.040665}, {""item_id"": 63, ""score"": 0.036243}, {""item_id"": 39, ""score"": 0.034424}, {""item_id"": 69, ""score"": 0.032912}, {""item_id"": 66, ""score"": 0.03097}, {""item_id"": 62, ""score"": 0.030645}, {""item_id"": 6, ""score"": 0.026796}, {""item_id"": 4, ""score"": 0.025764}, {""item_id"": 26, ""score"": 0.024547}, {""item_id"": 70, ""score"": 0.023987}, {""item_id"": 49, ""score"": 0.022374}, {""item_id"": 35, ""score"": 0.020614}, {""item_id"": 50, ""score"": 0.020006}, {""item_id"": 56, ""score"": 0.01933}, {""item_id"": 54, ""score"": 0.017998}, {""item_id"": 23, ""score"": 0.017404}, {""item_id"": 11, ""score"": 0.017103}, {""item_id"": 32, ""score"": 0.01546}, {""item_id"": 38, ""score"": 0.014507}, {""item_id"": 57, ""score"": 0.014184}, {""item_id"": 47, ""score"": 0.011369}, {""item_id"": 60, ""score"": 0.011125}, {""item_id"": 33, ""score"": 0.008748}, {""item_id"": 59, ""score"": 0.007112}, {""item_id"": 17, ""score"": 0.006093}, {""item_id"": 51, ""score"": 0.001705}]"
item_id,10,item_based_cf,2025-12-18 05:04:46,38,"[{""item_id"": 20, ""score"": 0.24153}, {""item_id"": 6, ""score"": 0.228963}, {""item_id"": 1, ""score"": 0.136071}, {""item_id"": 16, ""score"": 0.130409}, {""item_id"": 13, ""score"": 0.102111}, {""item_id"": 54, ""score"": 0.074534}, {""item_id"": 53, ""score"": 0.070622}, {""item_id"": 57, ""score"": 0.069261}, {""item_id"": 19, ""score"": 0.059417}, {""item_id"": 49, ""score"": 0.053926}, {""item_id"": 39, ""score"": 0.046584}, {""item_id"": 44, ""score"": 0.041265}, {""item_id"": 36, ""score"": 0.038188}, {""item_id"": 2, ""score"": 0.035877}, {""item_id"": 56, ""score"": 0.032928}, {""item_id"": 59, ""score"": 0.031673}, {""item_id"": 35, ""score"": 0.030467}, {""item_id"": 32, ""score"": 0.028951}, {""item_id"": 38, ""score"": 0.028178}, {""item_id"": 62, ""score"": 0.024834}, {""item_id"": 69, ""score"": 0.023952}, {""item_id"": 47, ""score"": 0.023916}, {""item_id"": 41, ""score"": 0.019777}, {""item_id"": 31, ""score"": 0.019231}, {""item_id"": 64, ""score"": 0.018991}, {""item_id"": 21, ""score"": 0.018907}, {""item_id"": 51, ""score"": 0.016352}, {""item_id"": 60, ""score"": 0.014618}, {""item_id"": 63, ""score"": 0.014365}, {""item_id"": 33, ""score"": 0.012944}, {""item_id"": 58, ""score"": 0.010998}, {""item_id"": 25, ""score"": 0.010637}, {""item_id"": 66, ""score"": 0.008392}, {""item_id"": 48, ""score"": 0.008176}, {""item_id"": 14, ""score"": 0.003659}, {""item_id"": 26, ""score"": 0.000642}, {""item_id"": 46, ""score"": 0.000569}, {""item_id"": 37, ""score"": 3e-05}]"
item_id,11,item_based_cf,2025-12-18 05:04:46,31,"[{""item_id"": 18, ""score"": 0.293778}, {""item_id"": 12, ""score"": 0.268022}, {""item_id"": 6, ""score"": 0.224001}, {""item_id"": 13, ""score"": 0.198077}, {""item_id"": 4, ""score"": 0.170195}, {""item_id"": 7, ""score"": 0.101545}, {""item_id"": 27, ""score"": 0.099417}, {""item_id"": 37, ""score"": 0.094785}, {""item_id"": 15, ""score"": 0.072214}, {""item_id"": 50, ""score"": 0.065229}, {""item_id"": 66, ""score"": 0.059479}, {""item_id"": 40, ""score"": 0.051804}, {""item_id"": 55, ""score"": 0.049033}, {""item_id"": 19, ""score"": 0.047764}, {""item_id"": 26, ""score"": 0.044874}, {""item_id"": 61, ""score"": 0.043388}, {""item_id"": 35, ""score"": 0.042759}, {""item_id"": 32, ""score"": 0.039452}, {""item_id"": 36, ""score"": 0.038163}, {""item_id"": 29, ""score"": 0.037531}, {""item_id"": 43, ""score"": 0.037075}, {""item_id"": 41, ""score"": 0.034333}, {""item_id"": 38, ""score"": 0.031671}, {""item_id"": 42, ""score"": 0.022372}, {""item_id"": 1, ""score"": 0.017103}, {""item_id"": 31, ""score"": 0.014315}, {""item_id"": 59, ""score"": 0.01326}, {""item_id"": 60, ""score"": 0.013094}, {""item_id"": 46, ""score"": 0.011399}, {""item_id"": 45, ""score"": 0.00882}, {""item_id"": 51, ""score"": 0.001628}]"
item_id,12,item_based_cf,2025-12-18 05:04:46,26,"[{""item_id"": 11, ""score"": 0.268022}, {""item_id"": 8, ""score"": 0.116576}, {""item_id"": 15, ""score"": 0.103714}, {""item_id"": 35, ""score"": 0.082315}, {""item_id"": 4, ""score"": 0.075919}, {""item_id"": 31, ""score"": 0.07115}, {""item_id"": 18, ""score"": 0.067474}, {""item_id"": 62, ""score"": 0.062066}, {""item_id"": 13, ""score"": 0.058938}, {""item_id"": 20, ""score"": 0.052523}, {""item_id"": 46, ""score"": 0.047645}, {""item_id"": 64, ""score"": 0.03475}, {""item_id"": 36, ""score"": 0.023837}, {""item_id"": 5, ""score"": 0.020743}, {""item_id"": 21, ""score"": 0.016308}, {""item_id"": 6, ""score"": 0.015158}, {""item_id"": 25, ""score"": 0.014152}, {""item_id"": 22, ""score"": 0.012987}, {""item_id"": 27, ""score"": 0.00774}, {""item_id"": 38, ""score"": 0.007636}, {""item_id"": 52, ""score"": 0.007063}, {""item_id"": 24, ""score"": 0.006429}, {""item_id"": 69, ""score"": 0.003814}, {""item_id"": 26, ""score"": 0.002623}, {""item_id"": 56, ""score"": 0.000988}, {""item_id"": 30, ""score"": 0.000101}]"
item_id,13,item_based_cf,2025-12-18 05:04:46,30,"[{""item_id"": 6, ""score"": 0.320525}, {""item_id"": 11, ""score"": 0.198077}, {""item_id"": 2, ""score"": 0.162942}, {""item_id"": 17, ""score"": 0.130879}, {""item_id"": 1, ""score"": 0.111042}, {""item_id"": 20, ""score"": 0.103433}, {""item_id"": 10, ""score"": 0.102111}, {""item_id"": 16, ""score"": 0.079336}, {""item_id"": 3, ""score"": 0.072257}, {""item_id"": 8, ""score"": 0.059891}, {""item_id"": 12, ""score"": 0.058938}, {""item_id"": 4, ""score"": 0.054279}, {""item_id"": 32, ""score"": 0.047195}, {""item_id"": 31, ""score"": 0.039229}, {""item_id"": 45, ""score"": 0.037405}, {""item_id"": 37, ""score"": 0.036191}, {""item_id"": 39, ""score"": 0.036034}, {""item_id"": 55, ""score"": 0.033501}, {""item_id"": 34, ""score"": 0.02595}, {""item_id"": 70, ""score"": 0.023376}, {""item_id"": 61, ""score"": 0.020544}, {""item_id"": 33, ""score"": 0.017774}, {""item_id"": 26, ""score"": 0.014448}, {""item_id"": 68, ""score"": 0.013451}, {""item_id"": 64, ""score"": 0.012304}, {""item_id"": 47, ""score"": 0.011867}, {""item_id"": 58, ""score"": 0.011833}, {""item_id"": 41, ""score"": 0.011722}, {""item_id"": 52, ""score"": 0.009221}, {""item_id"": 49, ""score"": 0.004985}]"
item_id,14,item_based_cf,2025-12-18 05:04:46,34,"[{""item_id"": 7, ""score"": 0.237747}, {""item_id"": 8, ""score"": 0.217394}, {""item_id"": 4, ""score"": 0.170707}, {""item_id"": 3, ""score"": 0.164267}, {""item_id"": 9, ""score"": 0.135671}, {""item_id"": 5, ""score"": 0.098116}, {""item_id"": 61, ""score"": 0.070971}, {""item_id"": 22, ""score"": 0.05883}, {""item_id"": 23, ""score"": 0.047206}, {""item_id"": 6, ""score"": 0.033677}, {""item_id"": 63, ""score"": 0.030103}, {""item_id"": 34, ""score"": 0.024799}, {""item_id"": 32, ""score"": 0.024356}, {""item_id"": 54, ""score"": 0.023981}, {""item_id"": 68, ""score"": 0.022129}, {""item_id"": 58, ""score"": 0.021588}, {""item_id"": 55, ""score"": 0.021504}, {""item_id"": 40, ""score"": 0.020929}, {""item_id"": 46, ""score"": 0.018721}, {""item_id"": 59, ""score"": 0.018685}, {""item_id"": 51, ""score"": 0.017415}, {""item_id"": 70, ""score"": 0.010617}, {""item_id"": 43, ""score"": 0.010151}, {""item_id"": 24, ""score"": 0.008395}, {""item_id"": 69, ""score"": 0.00779}, {""item_id"": 33, ""score"": 0.0069}, {""item_id"": 67, ""score"": 0.006845}, {""item_id"": 56, ""score"": 0.006665}, {""item_id"": 48, ""score"": 0.00641}, {""item_id"": 37, ""score"": 0.005808}, {""item_id"": 25, ""score"": 0.005356}, {""item_id"": 10, ""score"": 0.003659}, {""item_id"": 38, ""score"": 0.001267}, {""item_id"": 28, ""score"": 0.000411}]"
item_id,15,item_based_cf,2025-12-18 05:04:46,30,"[{""item_id"": 2, ""score"": 0.13616}, {""item_id"": 12, ""score"": 0.103714}, {""item_id"": 20, ""score"": 0.097307}, {""item_id"": 11, ""score"": 0.072214}, {""item_id"": 29, ""score"": 0.06763}, {""item_id"": 19, ""score"": 0.062489}, {""item_id"": 54, ""score"": 0.058563}, {""item_id"": 17, ""score"": 0.05835}, {""item_id"": 35, ""score"": 0.04788}, {""item_id"": 64, ""score"": 0.038109}, {""item_id"": 42, ""score"": 0.035649}, {""item_id"": 26, ""score"": 0.032449}, {""item_id"": 57, ""score"": 0.029598}, {""item_id"": 18, ""score"": 0.029283}, {""item_id"": 39, ""score"": 0.029053}, {""item_id"": 22, ""score"": 0.018826}, {""item_id"": 56, ""score"": 0.014226}, {""item_id"": 16, ""score"": 0.012365}, {""item_id"": 40, ""score"": 0.008706}, {""item_id"": 23, ""score"": 0.00648}, {""item_id"": 47, ""score"": 0.004115}, {""item_id"": 33, ""score"": 0.003477}, {""item_id"": 31, ""score"": 0.003325}, {""item_id"": 49, ""score"": 0.002091}, {""item_id"": 45, ""score"": 0.001684}, {""item_id"": 38, ""score"": 0.001154}, {""item_id"": 24, ""score"": 0.001039}, {""item_id"": 46, ""score"": 0.00086}, {""item_id"": 52, ""score"": 0.00083}, {""item_id"": 32, ""score"": 0.000228}]"
item_id,16,item_based_cf,2025-12-18 05:04:46,37,"[{""item_id"": 17, ""score"": 0.242603}, {""item_id"": 10, ""score"": 0.130409}, {""item_id"": 9, ""score"": 0.106729}, {""item_id"": 13, ""score"": 0.079336}, {""item_id"": 61, ""score"": 0.064785}, {""item_id"": 1, ""score"": 0.062458}, {""item_id"": 22, ""score"": 0.059111}, {""item_id"": 53, ""score"": 0.048415}, {""item_id"": 70, ""score"": 0.046971}, {""item_id"": 38, ""score"": 0.043423}, {""item_id"": 59, ""score"": 0.038847}, {""item_id"": 50, ""score"": 0.036275}, {""item_id"": 44, ""score"": 0.033011}, {""item_id"": 69, ""score"": 0.031573}, {""item_id"": 62, ""score"": 0.029895}, {""item_id"": 57, ""score"": 0.025899}, {""item_id"": 54, ""score"": 0.025558}, {""item_id"": 37, ""score"": 0.022033}, {""item_id"": 51, ""score"": 0.020055}, {""item_id"": 65, ""score"": 0.017883}, {""item_id"": 63, ""score"": 0.01318}, {""item_id"": 15, ""score"": 0.012365}, {""item_id"": 47, ""score"": 0.011755}, {""item_id"": 48, ""score"": 0.010028}, {""item_id"": 39, ""score"": 0.009729}, {""item_id"": 32, ""score"": 0.009719}, {""item_id"": 25, ""score"": 0.008006}, {""item_id"": 49, ""score"": 0.007511}, {""item_id"": 23, ""score"": 0.00653}, {""item_id"": 27, ""score"": 0.005714}, {""item_id"": 67, ""score"": 0.00522}, {""item_id"": 34, ""score"": 0.00234}, {""item_id"": 24, ""score"": 0.001094}, {""item_id"": 36, ""score"": 0.000449}, {""item_id"": 28, ""score"": 0.000259}, {""item_id"": 43, ""score"": 0.00018}, {""item_id"": 33, ""score"": 0.000179}]"
item_id,17,item_based_cf,2025-12-18 05:04:46,27,"[{""item_id"": 16, ""score"": 0.242603}, {""item_id"": 13, ""score"": 0.130879}, {""item_id"": 9, ""score"": 0.121857}, {""item_id"": 20, ""score"": 0.091242}, {""item_id"": 34, ""score"": 0.083098}, {""item_id"": 33, ""score"": 0.069478}, {""item_id"": 54, ""score"": 0.068579}, {""item_id"": 67, ""score"": 0.066547}, {""item_id"": 63, ""score"": 0.060964}, {""item_id"": 15, ""score"": 0.05835}, {""item_id"": 30, ""score"": 0.045048}, {""item_id"": 56, ""score"": 0.040753}, {""item_id"": 55, ""score"": 0.039648}, {""item_id"": 23, ""score"": 0.039159}, {""item_id"": 32, ""score"": 0.035086}, {""item_id"": 58, ""score"": 0.034814}, {""item_id"": 65, ""score"": 0.034409}, {""item_id"": 68, ""score"": 0.03375}, {""item_id"": 70, ""score"": 0.02863}, {""item_id"": 69, ""score"": 0.026076}, {""item_id"": 21, ""score"": 0.021645}, {""item_id"": 22, ""score"": 0.013064}, {""item_id"": 8, ""score"": 0.012605}, {""item_id"": 1, ""score"": 0.006093}, {""item_id"": 47, ""score"": 0.005575}, {""item_id"": 45, ""score"": 0.004266}, {""item_id"": 49, ""score"": 0.001806}]"
item_id,18,item_based_cf,2025-12-18 05:04:46,34,"[{""item_id"": 11, ""score"": 0.293778}, {""item_id"": 19, ""score"": 0.223571}, {""item_id"": 4, ""score"": 0.159396}, {""item_id"": 6, ""score"": 0.120905}, {""item_id"": 44, ""score"": 0.081155}, {""item_id"": 70, ""score"": 0.068553}, {""item_id"": 12, ""score"": 0.067474}, {""item_id"": 66, ""score"": 0.054534}, {""item_id"": 60, ""score"": 0.044087}, {""item_id"": 5, ""score"": 0.04201}, {""item_id"": 26, ""score"": 0.039723}, {""item_id"": 22, ""score"": 0.039364}, {""item_id"": 68, ""score"": 0.039062}, {""item_id"": 59, ""score"": 0.037138}, {""item_id"": 50, ""score"": 0.031837}, {""item_id"": 67, ""score"": 0.02991}, {""item_id"": 15, ""score"": 0.029283}, {""item_id"": 46, ""score"": 0.025716}, {""item_id"": 64, ""score"": 0.024361}, {""item_id"": 40, ""score"": 0.024165}, {""item_id"": 38, ""score"": 0.023888}, {""item_id"": 27, ""score"": 0.019896}, {""item_id"": 55, ""score"": 0.018155}, {""item_id"": 29, ""score"": 0.014257}, {""item_id"": 52, ""score"": 0.008738}, {""item_id"": 31, ""score"": 0.005967}, {""item_id"": 41, ""score"": 0.004904}, {""item_id"": 69, ""score"": 0.00468}, {""item_id"": 48, ""score"": 0.003643}, {""item_id"": 35, ""score"": 0.003394}, {""item_id"": 53, ""score"": 0.00239}, {""item_id"": 49, ""score"": 0.00137}, {""item_id"": 61, ""score"": 0.000544}, {""item_id"": 24, ""score"": 0.0}]"
